VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type
2,2017-06-01 00:32:24,2017-06-01 00:40:35,N,1,36,255,1,2.02,8.5,0.5,0.5,1.96,0,,0.3,13.71,1,1
2,2017-06-01 00:32:24,2017-06-01 00:39:41,N,1,116,41,1,1.42,7,0.5,0.5,1.5,0,,0.3,9.8,1,1
2,2017-06-01 00:33:50,2017-06-01 00:40:28,N,1,260,157,2,1.54,7,0.5,0.5,2.08,0,,0.3,10.38,1,1
2,2017-06-01 00:25:30,2017-06-01 00:40:41,N,1,80,61,3,2.78,12,0.5,0.5,2.66,0,,0.3,15.96,1,1
2,2017-06-01 00:32:37,2017-06-01 00:40:24,N,1,146,223,1,2.14,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2017-06-01 00:31:26,2017-06-01 00:40:34,N,1,95,134,1,1.47,7.5,0.5,0.5,0,0,,0.3,8.8,1,1
2,2017-06-01 00:34:56,2017-06-01 00:40:19,N,1,226,7,1,.82,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:34:34,2017-06-01 00:41:08,N,1,129,70,5,1.97,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-06-01 00:37:47,2017-06-01 00:40:52,N,1,255,255,5,.66,4.5,0.5,0.5,1.74,0,,0.3,7.54,1,1
2,2017-06-01 00:37:51,2017-06-01 00:41:02,N,1,166,24,1,.52,4,0.5,0.5,0,0,,0.3,5.3,1,1
2,2017-06-01 00:37:29,2017-06-01 23:17:20,N,1,7,179,1,.75,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,2017-06-01 00:36:00,2017-06-01 00:40:01,N,1,255,256,1,.95,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:26:25,2017-06-01 00:41:21,N,1,82,258,1,4.85,16.5,0.5,0.5,0,0,,0.3,17.8,1,1
2,2017-06-01 00:32:48,2017-06-01 00:40:59,N,1,37,37,1,2.23,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,2017-06-01 00:37:00,2017-06-01 00:41:20,N,1,255,112,1,1.19,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-06-01 00:31:27,2017-06-01 00:41:05,N,1,82,196,1,2.37,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1
2,2017-06-01 00:38:03,2017-06-01 00:41:36,N,1,95,95,2,.90,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:39:26,2017-06-01 00:41:43,N,3,7,7,1,.01,21,0.5,0,0,0,,0.3,21.8,2,1
2,2017-06-01 00:37:42,2017-06-01 00:41:19,N,1,255,256,1,.78,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-06-01 00:35:43,2017-06-01 00:41:52,N,1,95,95,2,1.13,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:37:15,2017-06-01 00:41:12,N,1,181,106,1,.95,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:34:56,2017-06-01 00:41:02,N,1,52,195,1,1.90,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-06-01 00:38:54,2017-06-01 00:41:50,N,1,41,75,1,.53,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-06-01 00:29:10,2017-06-01 00:42:18,N,1,255,211,1,3.79,14,0.5,0.5,2.7,0,,0.3,18,1,1
2,2017-06-01 00:37:20,2017-06-01 00:41:37,N,1,95,95,1,1.12,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:27:26,2017-06-01 00:42:12,N,1,256,37,1,3.04,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2017-06-01 00:32:25,2017-06-01 00:41:27,N,1,112,80,1,1.61,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:30:11,2017-06-01 00:42:46,N,1,226,262,1,3.99,14,0.5,0.5,4.59,0,,0.3,19.89,1,1
2,2017-06-01 00:32:59,2017-06-01 00:42:07,N,1,95,258,2,2.75,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-06-01 00:33:39,2017-06-01 00:43:06,N,1,256,148,1,2.72,11,0.5,0.5,2.46,0,,0.3,14.76,1,1
2,2017-06-01 00:28:53,2017-06-01 00:42:52,N,1,256,25,1,3.45,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1
2,2017-06-01 00:29:41,2017-06-01 00:42:38,N,1,80,61,2,3.63,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2017-06-01 00:34:21,2017-06-01 00:42:39,N,1,75,69,1,3.40,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-06-01 00:31:57,2017-06-01 00:42:26,N,1,97,61,1,2.38,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,2017-06-01 00:34:50,2017-06-01 00:43:19,N,1,256,4,1,2.62,10,0.5,0.5,2.26,0,,0.3,13.56,1,1
2,2017-06-01 00:33:53,2017-06-01 00:43:30,N,1,130,218,2,2.71,10.5,0.5,0.5,0,0,,0.3,11.8,1,1
2,2017-06-01 00:32:24,2017-06-01 00:42:53,N,1,82,56,1,2.14,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:29:29,2017-06-01 00:43:23,N,1,75,69,1,4.07,14.5,0.5,0.5,0,0,,0.3,15.8,2,1
2,2017-06-01 00:33:07,2017-06-01 00:43:40,N,1,255,97,6,3.15,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2017-06-01 00:22:06,2017-06-01 00:43:57,N,1,7,129,1,4.26,17.5,0.5,0.5,0,0,,0.3,18.8,1,1
2,2017-06-01 00:39:10,2017-06-01 00:43:47,N,1,255,112,1,.65,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2017-06-01 00:36:11,2017-06-01 00:44:07,N,1,65,40,1,1.32,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-06-01 00:35:43,2017-06-01 00:44:15,N,1,95,135,1,1.89,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:40:03,2017-06-01 00:43:49,N,1,41,42,1,1.25,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-06-01 00:42:53,2017-06-01 00:44:13,N,1,255,255,1,.31,3,0.5,0.5,1.29,0,,0.3,5.59,1,1
2,2017-06-01 00:16:33,2017-06-01 00:44:16,N,1,33,75,1,8.93,28,0.5,0.5,4,0,,0.3,33.3,1,1
2,2017-06-01 00:35:47,2017-06-01 00:43:59,N,1,41,75,1,1.41,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-06-01 00:37:55,2017-06-01 00:44:27,N,1,82,82,1,.97,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-06-01 00:37:09,2017-06-01 00:44:32,N,1,255,256,1,1.31,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-06-01 00:40:03,2017-06-01 00:44:40,N,1,7,226,1,1.08,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:30:04,2017-06-01 00:44:20,N,1,106,188,1,2.99,13,0.5,0.5,0,0,,0.3,14.3,1,1
2,2017-06-01 00:35:45,2017-06-01 00:44:49,N,1,42,42,1,1.87,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,2017-06-01 00:37:29,2017-06-01 00:44:23,N,1,36,17,3,1.39,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:38:42,2017-06-01 00:45:04,N,1,129,157,5,1.41,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-06-01 00:35:58,2017-06-01 00:45:17,N,1,256,37,1,2.21,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2017-06-01 00:40:33,2017-06-01 00:43:37,N,1,41,24,6,.45,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:38:02,2017-06-01 00:44:55,N,1,130,197,1,2.03,8,0.5,0.5,2,0,,0.3,11.3,1,1
2,2017-06-01 00:30:50,2017-06-01 00:44:46,N,1,255,225,5,3.81,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,2017-06-01 00:40:08,2017-06-01 00:45:01,N,1,41,42,1,1.34,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:40:04,2017-06-01 00:45:40,N,1,134,95,1,1.28,6.5,0.5,0.5,0,0,,0.3,7.8,1,1
2,2017-06-01 00:43:40,2017-06-01 00:45:54,N,1,129,129,1,.44,4,0.5,0.5,1.06,0,,0.3,6.36,1,1
2,2017-06-01 00:34:29,2017-06-01 00:45:02,N,1,61,17,1,2.45,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-06-01 00:44:29,2017-06-01 00:45:57,N,1,42,42,1,.45,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2017-06-01 00:38:12,2017-06-01 00:45:46,N,1,256,17,2,1.64,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-06-01 00:37:09,2017-06-01 00:46:04,N,1,37,157,1,2.86,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1
2,2017-06-01 00:30:25,2017-06-01 00:45:58,N,1,82,10,1,7.79,23,0.5,0.5,0,0,,0.3,24.3,1,1
2,2017-06-01 00:38:28,2017-06-01 00:46:07,N,1,256,37,1,1.71,8,0.5,0.5,2.79,0,,0.3,12.09,1,1
2,2017-06-01 00:42:18,2017-06-01 00:46:09,N,1,41,42,1,.98,5,0.5,0.5,0,0,,0.3,6.3,1,1
2,2017-06-01 00:41:08,2017-06-01 00:45:47,N,1,92,73,5,.89,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:39:37,2017-06-01 00:45:40,N,1,80,37,1,1.62,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:33:57,2017-06-01 00:46:10,N,1,52,256,5,4.83,16,0.5,0.5,3.46,0,,0.3,20.76,1,1
2,2017-06-01 00:38:00,2017-06-01 00:46:19,N,1,75,262,1,1.70,8.5,0.5,0.5,1,0,,0.3,10.8,1,1
2,2017-06-01 00:24:19,2017-06-01 00:46:32,N,1,255,236,1,7.91,25,0.5,0.5,5.26,0,,0.3,31.56,1,1
2,2017-06-01 00:43:06,2017-06-01 00:46:22,N,1,7,7,6,.90,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2017-06-01 00:28:22,2017-06-01 00:47:02,N,1,255,61,1,3.95,15.5,0.5,0.5,3.36,0,,0.3,22.11,1,1
2,2017-06-01 00:35:39,2017-06-01 00:46:52,N,1,40,181,1,2.31,10,0.5,0.5,0,0,,0.3,11.3,1,1
2,2017-06-01 00:37:09,2017-06-01 00:46:05,N,1,146,83,1,2.23,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:46:08,2017-06-01 00:46:37,N,1,49,49,1,.10,2.5,0.5,0.5,0,0,,0.3,3.8,2,1
2,2017-06-01 00:38:36,2017-06-01 00:47:00,N,1,255,17,1,2.10,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:33:09,2017-06-01 00:47:00,N,1,75,4,1,6.65,20,0.5,0.5,4.26,0,,0.3,25.56,1,1
2,2017-06-01 00:39:58,2017-06-01 00:46:28,N,1,119,168,1,2.72,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:41:59,2017-06-01 00:46:56,N,1,80,112,1,1.25,6.5,0.5,0.5,1,0,,0.3,8.8,1,1
2,2017-06-01 00:37:49,2017-06-01 00:46:40,N,1,130,218,1,2.79,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:32:34,2017-06-01 00:46:45,N,1,255,36,1,2.86,12,0.5,0.5,0,0,,0.3,13.3,2,1
2,2017-06-01 00:27:45,2017-06-01 00:46:36,N,1,255,263,1,5.78,19,0.5,0.5,4.06,0,,0.3,24.36,1,1
2,2017-06-01 00:32:53,2017-06-01 00:47:12,N,1,42,126,1,3.96,14.5,0.5,0.5,0,0,,0.3,15.8,1,1
2,2017-06-01 00:41:41,2017-06-01 00:47:20,N,1,134,197,2,2.40,8.5,0.5,0.5,1,0,,0.3,10.8,1,1
2,2017-06-01 00:26:27,2017-06-01 00:46:59,N,1,145,229,1,4.94,17.5,0.5,0.5,1.2,0,,0.3,20,1,1
2,2017-06-01 00:27:17,2017-06-01 00:46:36,N,1,255,95,5,6.72,21.5,0.5,0.5,4,0,,0.3,26.8,1,1
2,2017-06-01 00:36:00,2017-06-01 00:45:42,N,1,174,259,1,2.72,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-06-01 00:43:22,2017-06-01 00:47:25,N,1,134,134,2,.57,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,2017-06-01 00:29:33,2017-06-01 00:47:45,N,1,40,36,5,4.76,17,0.5,0.5,0,0,,0.3,18.3,2,1
2,2017-06-01 00:38:18,2017-06-01 00:47:28,N,1,74,69,1,3.22,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2017-06-01 00:31:11,2017-06-01 00:47:19,N,1,256,198,1,3.68,13.5,0.5,0.5,3.7,0,,0.3,18.5,1,1
2,2017-06-01 00:21:50,2017-06-01 00:47:55,N,1,65,91,1,5.21,21,0.5,0.5,0,0,,0.3,22.3,2,1
2,2017-06-01 00:38:54,2017-06-01 00:47:41,N,1,74,152,6,1.76,8.5,0.5,0.5,1.5,0,,0.3,11.3,1,1
2,2017-06-01 00:40:04,2017-06-01 00:48:12,N,1,256,17,2,2.14,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,2017-06-01 00:37:12,2017-06-01 00:48:14,N,1,25,195,1,2.28,10.5,0.5,0.5,1,0,,0.3,12.8,1,1
2,2017-06-01 00:37:27,2017-06-01 00:48:34,N,1,217,225,1,1.49,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:44:32,2017-06-01 00:48:42,N,1,255,112,1,1.11,5.5,0.5,0.5,2.04,0,,0.3,8.84,1,1
2,2017-06-01 00:38:30,2017-06-01 00:48:43,N,1,49,225,1,1.75,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2017-06-01 00:42:55,2017-06-01 00:48:24,N,1,82,83,1,1.41,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:45:51,2017-06-01 00:49:08,N,1,106,40,1,.75,4.5,0.5,0.5,1.5,0,,0.3,7.3,1,1
2,2017-06-01 00:38:15,2017-06-01 00:48:41,N,1,97,33,1,2.35,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1
2,2017-06-01 00:46:31,2017-06-01 00:49:04,N,1,95,95,1,.61,4,0.5,0.5,1.06,0,,0.3,6.36,1,1
2,2017-06-01 00:40:34,2017-06-01 00:49:06,N,1,80,145,5,2.57,10,0.5,0.5,2.82,0,,0.3,14.12,1,1
2,2017-06-01 00:28:48,2017-06-01 00:49:32,N,1,7,90,2,5.79,19.5,0.5,0.5,1.2,0,,0.3,22,1,1
2,2017-06-01 00:41:41,2017-06-01 00:49:35,N,1,25,195,1,2.21,9,0.5,0.5,2.58,0,,0.3,12.88,1,1
2,2017-06-01 00:33:59,2017-06-01 00:49:23,N,1,255,36,1,3.56,13.5,0.5,0.5,3.7,0,,0.3,18.5,1,1
2,2017-06-01 00:43:23,2017-06-01 00:49:13,N,1,7,226,1,1.33,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:26:28,2017-06-01 00:48:56,N,1,95,185,2,13.72,38,0.5,0.5,0,5.76,,0.3,45.06,2,1
2,2017-06-01 00:36:35,2017-06-01 00:49:39,N,1,25,62,1,2.80,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2017-06-01 00:39:17,2017-06-01 00:49:43,N,1,243,42,3,3.31,12.5,0.5,0.5,5,0,,0.3,18.8,1,1
2,2017-06-01 00:44:41,2017-06-01 00:49:41,N,1,256,37,4,.96,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-06-01 00:38:34,2017-06-01 00:50:14,N,1,130,205,1,3.59,12.5,0.5,0.5,0,0,,0.3,13.8,1,1
2,2017-06-01 00:45:38,2017-06-01 00:50:22,N,1,255,80,1,1.25,6,0.5,0.5,1.46,0,,0.3,8.76,1,1
2,2017-06-01 00:46:05,2017-06-01 00:50:17,N,1,41,42,1,.84,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-06-01 00:41:29,2017-06-01 00:50:43,N,1,49,225,1,1.88,8.5,0.5,0.5,1.96,0,,0.3,13.71,1,1
2,2017-06-01 00:32:58,2017-06-01 00:50:52,N,1,255,231,1,5.48,18.5,0.5,0.5,3.96,0,,0.3,23.76,1,1
2,2017-06-01 00:19:32,2017-06-01 00:50:01,N,1,97,222,1,7.32,24.5,0.5,0.5,0,0,,0.3,25.8,2,1
2,2017-06-01 00:42:33,2017-06-01 00:50:54,N,1,256,148,5,2.60,10,0.5,0.5,2.26,0,,0.3,13.56,1,1
2,2017-06-01 00:44:05,2017-06-01 00:50:45,N,1,130,197,1,1.84,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-06-01 00:24:55,2017-06-01 00:50:52,N,1,255,239,1,7.54,23.5,0.5,0.5,2,0,,0.3,26.8,1,1
2,2017-06-01 00:34:14,2017-06-01 00:51:01,N,1,255,106,2,4.60,17,0.5,0.5,3.66,0,,0.3,21.96,1,1
2,2017-06-01 00:39:54,2017-06-01 00:51:00,N,1,129,83,1,1.39,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:38:37,2017-06-01 00:51:10,N,1,74,166,1,2.05,10.5,0.5,0.5,0,0,,0.3,11.8,1,1
2,2017-06-01 00:29:09,2017-06-01 00:50:53,N,1,255,186,1,5.83,20,0.5,0.5,5.32,0,,0.3,26.62,1,1
2,2017-06-01 00:38:56,2017-06-01 00:51:10,N,1,7,145,1,2.59,11,0.5,0.5,3.08,0,,0.3,15.38,1,1
2,2017-06-01 00:41:24,2017-06-01 00:51:24,N,1,97,79,1,3.23,11.5,0.5,0.5,1.5,0,,0.3,14.3,1,1
2,2017-06-01 00:46:42,2017-06-01 00:50:56,N,1,95,196,1,1.27,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:46:37,2017-06-01 00:51:53,N,1,25,181,1,.80,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:43:55,2017-06-01 00:51:02,N,1,223,223,5,1.97,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2017-06-01 00:40:26,2017-06-01 00:50:52,N,1,225,255,1,2.17,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:34:26,2017-06-01 00:51:13,N,1,112,170,1,7.00,22,0.5,0.5,5,0,,0.3,28.3,1,1
2,2017-06-01 00:39:45,2017-06-01 00:51:09,N,1,181,181,1,2.11,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-06-01 00:42:50,2017-06-01 00:51:37,N,1,74,42,1,2.20,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:29:22,2017-06-01 00:51:53,N,1,255,89,1,7.41,23.5,0.5,0.5,3,0,,0.3,27.8,1,1
2,2017-06-01 00:27:54,2017-06-01 00:51:42,N,1,55,25,1,12.32,35.5,0.5,0.5,0,0,,0.3,36.8,2,1
2,2017-06-01 00:32:53,2017-06-01 00:51:48,N,1,7,70,1,4.56,17,0.5,0.5,2,0,,0.3,20.3,1,1
2,2017-06-01 00:28:49,2017-06-01 00:51:55,N,1,146,225,1,5.95,21,0.5,0.5,0,0,,0.3,22.3,2,1
2,2017-06-01 00:41:59,2017-06-01 00:52:09,N,1,49,181,1,1.77,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:45:47,2017-06-01 00:51:57,N,1,255,112,1,1.36,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:37:53,2017-06-01 00:51:57,N,1,97,37,1,3.63,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,2017-06-01 00:49:06,2017-06-01 00:52:28,N,1,177,177,1,.84,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:49:00,2017-06-01 00:52:37,N,1,146,7,1,1.05,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-06-01 00:46:50,2017-06-01 00:52:55,N,1,95,56,1,1.45,7,0.5,0.5,2.08,0,,0.3,10.38,1,1
2,2017-06-01 00:35:28,2017-06-01 00:52:24,N,1,255,231,1,3.58,15,0.5,0.5,0,0,,0.3,16.3,2,1
2,2017-06-01 00:47:18,2017-06-01 00:53:02,N,1,255,255,1,.84,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:38:09,2017-06-01 00:53:08,N,1,25,62,1,3.13,13,0.5,0.5,2.86,0,,0.3,17.16,1,1
2,2017-06-01 00:31:18,2017-06-01 00:52:38,N,1,80,75,1,7.32,24,0.5,0.5,1,0,,0.3,26.3,1,1
2,2017-06-01 00:45:24,2017-06-01 00:52:55,N,1,49,17,1,1.36,7.5,0.5,0.5,2.64,0,,0.3,11.44,1,1
2,2017-06-01 00:37:47,2017-06-01 00:53:13,N,1,255,181,2,4.32,15,0.5,0.5,0,0,,0.3,16.3,1,1
2,2017-06-01 00:44:36,2017-06-01 00:52:55,N,1,181,189,5,1.90,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,2017-06-01 00:47:36,2017-06-01 00:53:08,N,1,255,112,5,1.58,6.5,0.5,0.5,1.95,0,,0.3,9.75,1,1
2,2017-06-01 00:49:35,2017-06-01 00:53:25,N,1,69,47,1,.80,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:44:35,2017-06-01 00:53:13,N,1,260,157,5,2.17,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:47:39,2017-06-01 00:54:01,N,1,166,116,1,1.16,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:45:56,2017-06-01 00:54:13,N,1,17,80,2,2.46,9.5,0.5,0.5,1,0,,0.3,11.8,1,1
2,2017-06-01 00:51:34,2017-06-01 00:53:44,N,1,74,74,1,.52,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:48:37,2017-06-01 00:53:56,N,1,75,263,1,1.28,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:49:11,2017-06-01 00:54:29,N,1,42,247,1,1.40,6.5,0.5,0.5,1.95,0,,0.3,9.75,1,1
2,2017-06-01 00:50:21,2017-06-01 00:54:30,N,1,134,134,2,.82,5,0.5,0.5,1.89,0,,0.3,8.19,1,1
2,2017-06-01 00:44:43,2017-06-01 00:54:04,N,1,14,227,1,1.76,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,2017-06-01 00:45:31,2017-06-01 00:54:23,N,1,7,260,2,1.84,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:48:19,2017-06-01 00:54:32,N,1,152,244,1,1.13,6.5,0.5,0.5,1,0,,0.3,8.8,1,1
2,2017-06-01 00:47:24,2017-06-01 00:54:48,N,1,80,148,1,2.50,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1
2,2017-06-01 00:43:23,2017-06-01 00:54:45,N,1,66,54,1,1.55,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2017-06-01 00:45:41,2017-06-01 00:54:09,N,1,92,171,1,2.18,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:53:18,2017-06-01 00:55:22,N,1,225,225,1,.64,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:44:19,2017-06-01 00:55:30,N,1,247,75,5,2.49,10.5,0.5,0.5,2.36,0,,0.3,14.16,1,1
2,2017-06-01 00:36:33,2017-06-01 00:55:32,N,1,80,148,1,3.62,16.5,0.5,0.5,0,0,,0.3,17.8,2,1
2,2017-06-01 00:36:41,2017-06-01 00:56:01,N,1,255,97,1,4.47,17,0.5,0.5,2,0,,0.3,20.3,1,1
2,2017-06-01 00:48:28,2017-06-01 00:55:21,N,1,41,74,1,.82,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:41:06,2017-06-01 00:55:27,N,1,49,89,1,3.46,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,2017-06-01 00:47:07,2017-06-01 00:56:08,N,1,7,223,3,2.17,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2017-06-01 00:50:25,2017-06-01 00:55:56,N,1,17,17,1,.92,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-06-01 00:42:18,2017-06-01 00:53:46,N,1,256,4,1,2.55,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2017-06-01 00:48:33,2017-06-01 00:54:58,N,1,146,226,1,1.38,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:49:07,2017-06-01 00:55:23,N,1,17,97,1,1.44,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:51:23,2017-06-01 00:56:32,N,1,134,95,1,1.04,6,0.5,0.5,0,0,,0.3,7.3,1,1
2,2017-06-01 00:35:04,2017-06-01 00:56:06,N,1,41,240,1,9.13,26.5,0.5,0.5,0,0,,0.3,27.8,2,1
2,2017-06-01 00:49:55,2017-06-01 00:56:27,N,1,7,223,1,1.46,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:47:50,2017-06-01 00:57:24,N,1,42,107,1,7.02,20,0.5,0.5,0,0,,0.3,21.3,1,1
2,2017-06-01 00:38:49,2017-06-01 00:57:26,N,1,134,37,1,7.20,23,0.5,0.5,6.08,0,,0.3,30.38,1,1
2,2017-06-01 00:52:19,2017-06-01 00:56:49,N,1,226,226,1,.66,5,0.5,0.5,1,0,,0.3,7.3,1,1
2,2017-06-01 00:44:45,2017-06-01 00:57:10,N,1,82,57,5,2.03,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,2017-06-01 00:46:48,2017-06-01 00:57:42,N,1,33,80,5,3.73,13.5,0.5,0.5,2,0,,0.3,16.8,1,1
2,2017-06-01 00:34:20,2017-06-01 00:57:14,N,1,255,181,1,5.90,21.5,0.5,0.5,4.56,0,,0.3,27.36,1,1
2,2017-06-01 00:41:29,2017-06-01 00:57:28,N,1,37,249,1,4.75,16.5,0.5,0.5,3.56,0,,0.3,21.36,1,1
2,2017-06-01 00:45:55,2017-06-01 00:58:10,N,1,255,36,1,2.85,11.5,0.5,0.5,3.2,0,,0.3,16,1,1
2,2017-06-01 00:41:52,2017-06-01 00:57:24,N,1,256,190,1,3.18,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2017-06-01 00:39:14,2017-06-01 00:58:36,N,1,66,262,1,7.90,25,0.5,0.5,5.26,0,,0.3,31.56,1,1
2,2017-06-01 00:36:46,2017-06-01 00:58:28,N,1,152,147,1,6.05,21.5,0.5,0.5,0,0,,0.3,22.8,2,1
2,2017-06-01 00:42:40,2017-06-01 00:58:16,N,1,65,7,1,9.74,27.5,0.5,0.5,0,0,,0.3,28.8,2,1
2,2017-06-01 00:49:34,2017-06-01 00:58:24,N,1,255,79,5,2.89,10.5,0.5,0.5,0,0,,0.3,11.8,1,1
2,2017-06-01 00:40:49,2017-06-01 00:59:08,N,1,255,223,1,6.64,21.5,0.5,0.5,4.56,0,,0.3,27.36,1,1
