VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type
2,2017-06-01 00:17:42,2017-06-01 00:20:20,N,1,166,152,1,.47,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:11:31,2017-06-01 00:20:31,N,1,49,188,1,1.94,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:10:07,2017-06-01 00:19:41,N,1,95,130,1,2.50,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,2017-06-01 00:13:38,2017-06-01 00:20:48,N,1,255,80,6,.89,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:08:42,2017-06-01 00:20:39,N,1,255,25,1,3.73,13.5,0.5,0.5,1.5,0,,0.3,16.3,1,1
2,2017-06-01 00:16:09,2017-06-01 00:20:36,N,1,146,7,1,.77,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:16:27,2017-06-01 00:21:06,N,1,255,80,1,.85,5,0.5,0.5,1.58,0,,0.3,7.88,1,1
2,2017-06-01 00:16:20,2017-06-01 00:21:26,N,1,25,189,1,.70,5.5,0.5,0.5,0,0,,0.3,6.8,1,1
2,2017-06-01 00:14:47,2017-06-01 00:21:04,N,1,41,116,1,1.70,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-06-01 00:15:53,2017-06-01 00:21:34,N,1,181,228,1,1.66,7.5,0.5,0.5,0,0,,0.3,8.8,1,1
2,2017-06-01 00:16:14,2017-06-01 00:21:02,N,1,7,7,1,.91,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:16:38,2017-06-01 00:21:35,N,1,7,226,1,1.50,6.5,0.5,0.5,1.56,0,,0.3,9.36,1,1
2,2017-06-01 00:12:44,2017-06-01 00:21:19,N,1,255,80,1,1.31,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-06-01 00:13:34,2017-06-01 00:21:23,N,1,255,97,1,2.37,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:11:18,2017-06-01 00:21:09,N,1,112,37,1,2.06,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:15:20,2017-06-01 00:22:02,N,1,255,112,1,1.35,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-06-01 00:20:02,2017-06-01 00:22:02,N,1,247,42,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:19:56,2017-06-01 00:22:08,N,1,61,61,4,.52,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:19:11,2017-06-01 00:22:39,N,1,244,244,1,.59,4.5,0.5,0.5,1.45,0,,0.3,7.25,1,1
2,2017-06-01 00:15:38,2017-06-01 00:22:30,N,1,82,157,1,1.41,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:12:25,2017-06-01 00:23:13,N,1,33,112,1,4.28,14.5,0.5,0.5,3,0,,0.3,18.8,1,1
2,2017-06-01 00:22:48,2017-06-01 00:23:04,N,1,130,130,1,.05,2.5,0.5,0.5,0,0,,0.3,3.8,2,1
2,2017-06-01 00:19:19,2017-06-01 00:23:03,N,1,95,95,1,1.02,5.5,0.5,0.5,2,0,,0.3,8.8,1,1
2,2017-06-01 00:12:22,2017-06-01 00:22:15,N,1,75,69,1,3.00,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2017-06-01 00:11:55,2017-06-01 00:23:09,N,1,129,56,1,1.96,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:15:07,2017-06-01 00:23:42,N,1,7,223,2,2.07,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:12:01,2017-06-01 00:23:54,N,1,65,188,1,3.10,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2017-06-01 00:16:29,2017-06-01 00:23:48,N,1,33,25,1,1.04,6.5,0.5,0.5,0.75,0,,0.3,8.55,1,1
2,2017-06-01 00:15:15,2017-06-01 00:23:11,N,1,129,260,1,1.51,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-06-01 00:19:09,2017-06-01 00:24:09,N,1,41,151,1,.78,5.5,0.5,0.5,2.04,0,,0.3,8.84,1,1
2,2017-06-01 00:17:00,2017-06-01 00:24:10,N,1,97,17,1,1.57,7.5,0.5,0.5,2.64,0,,0.3,11.44,1,1
2,2017-06-01 00:18:58,2017-06-01 00:24:47,N,1,83,82,1,1.19,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:18:14,2017-06-01 00:24:07,N,1,82,56,1,1.45,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:12:43,2017-06-01 00:24:35,N,1,256,232,1,3.02,12,0.5,0.5,2.66,0,,0.3,15.96,1,1
2,2017-06-01 00:11:33,2017-06-01 00:24:08,N,1,7,82,5,2.04,10.5,0.5,0.5,0,0,,0.3,11.8,1,1
2,2017-06-01 00:15:54,2017-06-01 00:24:17,N,1,7,179,2,1.79,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:10:33,2017-06-01 00:24:27,N,1,41,167,2,3.39,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,2017-06-01 00:22:28,2017-06-01 00:24:39,N,1,61,61,1,.41,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2017-06-01 00:20:50,2017-06-01 00:25:01,N,1,41,166,1,.97,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:00:59,2017-06-01 00:23:31,N,1,181,14,1,4.89,19,0.5,0.5,4.06,0,,0.3,24.36,1,1
2,2017-06-01 00:21:14,2017-06-01 00:25:00,N,1,7,7,1,.67,4.5,0.5,0.5,0,0,,0.3,5.8,1,1
2,2017-06-01 00:22:11,2017-06-01 00:25:29,N,1,24,151,1,.68,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-06-01 00:21:25,2017-06-01 00:25:43,N,1,193,202,1,1.33,6,0.5,0.5,1.46,0,,0.3,8.76,1,1
2,2017-06-01 00:19:31,2017-06-01 00:25:44,N,1,74,168,1,1.42,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:21:12,2017-06-01 00:25:35,N,1,92,171,1,.83,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:16:44,2017-06-01 00:26:01,N,5,42,41,1,1.87,7,0,0,0,0,,0,7,2,2
2,2017-06-01 00:17:14,2017-06-01 00:26:03,N,1,260,7,1,1.71,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2017-06-01 00:17:19,2017-06-01 00:26:10,N,1,42,168,1,2.41,9.5,0.5,0.5,0,0,,0.3,10.8,1,1
2,2017-06-01 00:22:40,2017-06-01 00:25:37,N,1,130,28,2,.64,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:20:19,2017-06-01 00:26:40,N,1,116,244,1,1.31,7,0.5,0.5,2.49,0,,0.3,10.79,1,1
2,2017-06-01 00:20:37,2017-06-01 00:26:36,N,1,42,43,1,.92,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:13:57,2017-06-01 00:26:11,N,1,260,82,5,1.31,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:19:11,2017-06-01 00:26:39,N,1,80,198,1,2.13,8.5,0.5,0.5,2.45,0,,0.3,12.25,1,1
2,2017-06-01 00:20:42,2017-06-01 00:26:28,N,1,223,70,1,3.55,12,0.5,0.5,2,0,,0.3,15.3,1,1
2,2017-06-01 00:23:41,2017-06-01 00:26:43,N,1,196,95,1,.65,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:11:54,2017-06-01 00:26:49,N,1,80,225,1,1.89,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2017-06-01 00:22:51,2017-06-01 00:27:16,N,1,97,49,1,1.18,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-06-01 00:14:59,2017-06-01 00:27:11,N,1,129,146,1,2.55,11,0.5,0.5,3,0,,0.3,15.3,1,1
2,2017-06-01 00:23:32,2017-06-01 00:27:12,N,1,130,215,1,.79,4.5,0.5,0.5,1.74,0,,0.3,7.54,1,1
2,2017-06-01 00:22:47,2017-06-01 00:27:22,N,1,112,255,1,.95,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-06-01 00:17:32,2017-06-01 00:27:02,N,1,7,129,2,2.00,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:21:04,2017-06-01 00:26:49,N,1,255,112,5,1.11,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-06-01 00:13:43,2017-06-01 00:27:35,N,1,255,36,5,3.07,12.5,0.5,0.5,2.76,0,,0.3,16.56,1,1
2,2017-06-01 00:19:46,2017-06-01 00:27:57,N,1,7,129,1,1.77,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2017-06-01 00:24:24,2017-06-01 00:27:30,N,1,188,188,1,.85,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-06-01 00:24:51,2017-06-01 00:28:11,N,1,75,74,1,1.02,5,0.5,0.5,1.89,0,,0.3,8.19,1,1
2,2017-06-01 00:21:12,2017-06-01 00:27:38,N,1,112,112,1,1.24,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:16:40,2017-06-01 00:27:59,N,1,181,61,1,2.12,10,0.5,0.5,1,0,,0.3,12.3,1,1
2,2017-06-01 00:25:25,2017-06-01 00:28:08,N,1,225,61,1,.49,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:22:00,2017-06-01 00:28:43,N,1,82,129,1,1.23,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:15:53,2017-06-01 00:27:49,N,1,95,121,1,2.35,11,0.5,0.5,1,0,,0.3,13.3,1,1
2,2017-06-01 00:13:49,2017-06-01 00:28:42,N,1,112,198,2,3.58,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2017-06-01 00:24:14,2017-06-01 00:29:14,N,1,134,134,2,.88,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:15:36,2017-06-01 00:29:12,N,1,7,263,1,4.24,14.5,0.5,0.5,0,0,,0.3,15.8,2,1
2,2017-06-01 00:16:15,2017-06-01 00:29:17,N,1,41,263,1,3.02,12,0.5,0.5,2.66,0,,0.3,15.96,1,1
2,2017-06-01 00:18:12,2017-06-01 00:29:31,N,1,25,89,1,3.03,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-06-01 00:16:09,2017-06-01 00:29:23,N,1,97,133,1,3.64,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2017-06-01 00:24:07,2017-06-01 00:29:20,N,1,255,80,1,.86,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-06-01 00:22:18,2017-06-01 00:29:26,N,1,82,129,2,1.16,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:21:10,2017-06-01 00:28:56,N,1,112,256,1,1.66,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-06-01 00:15:34,2017-06-01 00:29:32,N,1,129,7,1,2.26,11,0.5,0.5,2.46,0,,0.3,14.76,1,1
2,2017-06-01 00:27:12,2017-06-01 00:30:02,N,1,112,80,1,.78,4.5,0.5,0.5,1.45,0,,0.3,7.25,1,1
2,2017-06-01 00:23:04,2017-06-01 00:29:37,N,1,255,80,1,1.41,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:22:14,2017-06-01 00:29:35,N,1,82,160,1,1.94,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2017-06-01 00:18:47,2017-06-01 00:29:13,N,1,7,92,1,5.06,16,0.5,0.5,0,0,,0.3,17.3,2,1
2,2017-06-01 00:21:30,2017-06-01 00:29:23,N,1,223,7,5,1.31,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-06-01 00:24:24,2017-06-01 00:30:08,N,1,41,116,1,1.18,6.5,0.5,0.5,1.56,0,,0.3,9.36,1,1
2,2017-06-01 00:16:02,2017-06-01 00:23:58,N,1,223,7,1,.99,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-06-01 00:22:06,2017-06-01 00:30:18,N,1,42,74,1,1.59,8,0.5,0.5,2.79,0,,0.3,12.09,1,1
2,2017-06-01 00:24:31,2017-06-01 00:30:20,N,1,74,74,1,.85,6,0.5,0.5,1,0,,0.3,8.3,1,1
2,2017-06-01 00:15:24,2017-06-01 00:30:21,N,1,112,36,2,3.35,13,0.5,0.5,2.86,0,,0.3,17.16,1,1
2,2017-06-01 00:19:32,2017-06-01 00:30:29,N,1,25,231,1,2.68,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2017-06-01 00:22:55,2017-06-01 00:30:29,N,1,97,52,1,1.40,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-06-01 00:24:51,2017-06-01 00:29:51,N,1,69,159,1,.95,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:27:05,2017-06-01 00:30:36,N,1,7,7,1,.91,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2017-06-01 00:18:43,2017-06-01 00:30:13,N,1,97,37,1,2.91,11.5,0.5,0.5,2.56,0,,0.3,15.36,1,1
2,2017-06-01 00:23:14,2017-06-01 00:30:53,N,1,212,213,1,1.88,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2017-06-01 00:15:07,2017-06-01 00:30:14,N,1,80,37,1,2.69,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2017-06-01 00:28:10,2017-06-01 00:30:57,N,1,82,129,1,.34,4,0.5,0.5,1.06,0,,0.3,6.36,1,1
2,2017-06-01 00:26:24,2017-06-01 00:30:35,N,1,7,223,2,1.22,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-06-01 00:21:19,2017-06-01 00:30:51,N,1,17,189,1,1.85,9,0.5,0.5,1,0,,0.3,11.3,1,1
2,2017-06-01 00:28:34,2017-06-01 00:31:16,N,1,255,256,1,.52,4,0.5,0.5,1.32,0,,0.3,6.62,1,1
2,2017-06-01 00:14:22,2017-06-01 00:31:06,N,1,181,112,1,7.13,22.5,0.5,0.5,5.95,0,,0.3,29.75,1,1
2,2017-06-01 00:20:51,2017-06-01 00:31:23,N,1,255,17,1,2.35,10,0.5,0.5,3.39,0,,0.3,14.69,1,1
2,2017-06-01 00:18:02,2017-06-01 00:31:32,N,1,92,9,2,3.04,12,0.5,0.5,0,0,,0.3,13.3,2,1
2,2017-06-01 00:28:14,2017-06-01 00:31:45,N,1,260,260,1,.51,4.5,0.5,0.5,0,0,,0.3,5.8,1,1
2,2017-06-01 00:27:18,2017-06-01 00:31:28,N,1,95,135,1,1.20,6,0.5,0.5,0,0,,0.3,7.3,1,1
2,2017-06-01 00:23:26,2017-06-01 00:31:43,N,1,25,49,1,1.74,8,0.5,0.5,2.32,0,,0.3,11.62,1,1
2,2017-06-01 00:13:34,2017-06-01 00:31:40,N,1,80,61,1,3.95,14.5,0.5,0.5,0,0,,0.3,15.8,2,1
2,2017-06-01 00:25:23,2017-06-01 00:31:53,N,1,95,196,1,1.70,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-06-01 00:28:22,2017-06-01 00:30:55,N,1,7,7,3,.44,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:18:45,2017-06-01 00:31:52,N,1,255,49,1,2.75,11.5,0.5,0.5,0,0,,0.3,12.8,1,1
2,2017-06-01 00:26:08,2017-06-01 00:32:04,N,1,95,102,1,1.46,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-06-01 00:23:09,2017-06-01 00:31:37,N,1,7,226,1,1.85,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:19:35,2017-06-01 00:32:13,N,1,256,231,1,3.62,13.5,0.5,0.5,3.7,0,,0.3,18.5,1,1
2,2017-06-01 00:25:30,2017-06-01 00:31:40,N,1,61,25,1,1.41,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-06-01 00:24:05,2017-06-01 00:32:04,N,1,247,47,1,1.54,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-06-01 00:15:54,2017-06-01 00:31:32,N,1,255,233,5,5.55,18.5,0.5,0.5,0,0,,0.3,19.8,2,1
2,2017-06-01 00:30:29,2017-06-01 00:32:10,N,5,223,223,1,.70,45,0,0,0,0,,0,45,1,2
2,2017-06-01 00:21:03,2017-06-01 00:32:35,N,1,25,4,1,4.44,15,0.5,0.5,3.26,0,,0.3,19.56,1,1
2,2017-06-01 00:23:31,2017-06-01 00:32:28,N,1,112,37,1,2.26,9,0.5,0.5,3.09,0,,0.3,13.39,1,1
2,2017-06-01 00:32:23,2017-06-01 00:32:31,N,1,193,193,1,.00,2.5,0.5,0.5,1.14,0,,0.3,4.94,1,1
2,2017-06-01 00:15:05,2017-06-01 00:32:33,N,1,217,25,1,3.80,15,0.5,0.5,3.26,0,,0.3,19.56,1,1
2,2017-06-01 00:28:36,2017-06-01 00:32:03,N,1,95,95,1,.63,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-06-01 00:26:54,2017-06-01 00:32:29,N,1,14,228,1,3.44,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2017-06-01 00:21:15,2017-06-01 00:32:40,N,1,260,160,1,2.63,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-06-01 00:27:56,2017-06-01 00:32:16,N,1,223,7,1,.81,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:23:41,2017-06-01 00:32:50,N,1,255,148,1,2.69,10.5,0.5,0.5,2,0,,0.3,13.8,1,1
2,2017-06-01 00:23:23,2017-06-01 00:33:10,N,1,65,61,1,2.68,10,0.5,0.5,2.26,0,,0.3,13.56,1,1
2,2017-06-01 00:29:18,2017-06-01 00:32:54,N,1,56,95,1,.87,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:20:08,2017-06-01 00:33:18,N,1,82,95,1,3.65,13,0.5,0.5,2.86,0,,0.3,17.16,1,1
2,2017-06-01 00:28:53,2017-06-01 00:32:56,N,1,41,42,1,.94,5.5,0.5,0.5,2,0,,0.3,8.8,1,1
2,2017-06-01 00:23:44,2017-06-01 00:33:15,N,1,7,196,1,5.63,16.5,0.5,0.5,0,0,,0.3,17.8,2,1
2,2017-06-01 00:29:41,2017-06-01 00:33:42,N,1,41,42,1,.78,5,0.5,0.5,1.89,0,,0.3,8.19,1,1
2,2017-06-01 00:18:23,2017-06-01 00:33:49,N,1,168,151,1,3.23,13.5,0.5,0.5,2,0,,0.3,16.8,1,1
2,2017-06-01 00:18:00,2017-06-01 00:33:54,N,1,255,145,6,3.65,14,0.5,0.5,3.06,0,,0.3,18.36,1,1
2,2017-06-01 00:30:08,2017-06-01 00:33:45,N,1,255,112,1,.72,5,0.5,0.5,1.89,0,,0.3,8.19,1,1
2,2017-06-01 00:26:05,2017-06-01 00:33:57,N,1,255,17,1,1.51,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-06-01 00:32:50,2017-06-01 00:34:06,N,1,49,34,1,.42,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2017-06-01 00:31:59,2017-06-01 00:34:25,N,1,82,82,1,.45,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-06-01 00:25:59,2017-06-01 00:34:51,N,1,95,102,6,2.33,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:28:16,2017-06-01 00:35:25,N,1,65,40,1,1.75,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-06-01 00:22:18,2017-06-01 00:35:12,N,1,95,121,1,3.33,13,0.5,0.5,4.29,0,,0.3,18.59,1,1
2,2017-06-01 00:29:49,2017-06-01 00:34:18,N,1,134,28,1,1.55,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:21:30,2017-06-01 00:34:45,N,1,247,243,1,2.60,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-06-01 00:25:23,2017-06-01 00:35:01,N,1,112,80,1,1.49,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:30:31,2017-06-01 00:36:00,N,1,255,112,1,1.03,6,0.5,0.5,1.46,0,,0.3,8.76,1,1
2,2017-06-01 00:28:54,2017-06-01 00:36:02,N,1,130,219,1,4.21,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,2017-06-01 00:28:49,2017-06-01 00:36:00,N,1,256,36,5,1.75,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-06-01 00:18:29,2017-06-01 00:35:02,N,1,129,93,1,3.84,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,2017-06-01 00:31:02,2017-06-01 00:36:20,N,1,97,97,2,1.19,6,0.5,0.5,2.19,0,,0.3,9.49,1,1
2,2017-06-01 00:24:09,2017-06-01 00:36:29,N,1,255,49,5,3.26,12,0.5,0.5,2.66,0,,0.3,15.96,1,1
2,2017-06-01 00:32:16,2017-06-01 00:35:51,N,1,179,179,1,.98,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:28:01,2017-06-01 00:36:59,N,1,49,225,1,1.82,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-06-01 00:29:33,2017-06-01 00:35:34,N,1,17,225,1,1.21,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-06-01 00:26:31,2017-06-01 00:36:40,N,1,256,36,1,2.46,10,0.5,0.5,2.26,0,,0.3,13.56,1,1
2,2017-06-01 00:30:36,2017-06-01 00:36:53,N,1,92,192,1,1.20,7,0.5,0.5,0,0,,0.3,8.3,1,1
2,2017-06-01 00:17:30,2017-06-01 00:36:36,N,1,145,70,1,4.95,18,0.5,0.5,0,0,,0.3,19.3,2,1
2,2017-06-01 00:20:48,2017-06-01 00:36:52,N,1,256,66,6,3.49,14.5,0.5,0.5,3.16,0,,0.3,18.96,1,1
2,2017-06-01 00:31:03,2017-06-01 00:36:29,N,1,82,129,1,.69,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:27:22,2017-06-01 00:36:54,N,1,255,37,1,1.79,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2017-06-01 00:32:18,2017-06-01 00:36:43,N,1,82,82,1,1.01,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-06-01 00:19:19,2017-06-01 00:37:06,N,1,80,225,1,2.70,13.5,0.5,0.5,3.7,0,,0.3,18.5,1,1
2,2017-06-01 00:30:31,2017-06-01 00:37:05,N,1,82,129,1,2.37,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2017-06-01 00:21:08,2017-06-01 00:36:28,N,1,255,189,5,3.91,14.5,0.5,0.5,3.95,0,,0.3,19.75,1,1
2,2017-06-01 00:31:57,2017-06-01 00:36:46,N,1,97,181,1,1.11,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-06-01 00:25:40,2017-06-01 00:35:48,N,1,97,49,1,1.76,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-06-01 00:24:17,2017-06-01 00:35:37,N,1,82,56,5,2.03,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:30:37,2017-06-01 00:37:37,N,1,181,40,1,1.41,7,0.5,0.5,1,0,,0.3,9.3,1,1
2,2017-06-01 00:28:31,2017-06-01 00:37:36,N,1,260,7,1,1.76,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2017-06-01 00:24:38,2017-06-01 00:37:16,N,1,260,82,1,1.57,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-06-01 00:17:28,2017-06-01 00:37:49,N,1,83,9,1,7.02,23,0.5,0.5,2.43,0,,0.3,26.73,1,1
2,2017-06-01 00:33:03,2017-06-01 00:37:19,N,1,83,83,1,.69,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-06-01 00:34:30,2017-06-01 00:37:44,N,1,130,215,1,.84,4.5,0.5,0.5,5,0,,0.3,10.8,1,1
2,2017-06-01 00:29:16,2017-06-01 00:37:41,N,1,40,97,1,1.75,8.5,0.5,0.5,2.45,0,,0.3,12.25,1,1
2,2017-06-01 00:28:39,2017-06-01 00:37:41,N,1,25,49,1,1.84,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2017-06-01 00:33:00,2017-06-01 00:38:01,N,1,112,255,1,.92,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1
2,2017-06-01 00:27:07,2017-06-01 00:38:00,N,1,129,260,1,1.00,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-06-01 00:31:10,2017-06-01 00:38:14,N,1,52,49,1,1.83,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2017-06-01 00:18:39,2017-06-01 00:38:16,N,1,189,249,1,5.40,19,0.5,0.5,2,0,,0.3,22.3,1,1
2,2017-06-01 00:27:59,2017-06-01 00:35:27,N,1,106,133,1,2.35,9,0.5,0.5,0,0,,0.3,10.3,2,1
2,2017-06-01 00:22:30,2017-06-01 00:38:22,N,1,97,79,1,3.27,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1
2,2017-06-01 00:35:06,2017-06-01 00:39:02,N,1,159,159,1,.84,5,0.5,0.5,2,0,,0.3,8.3,1,1
2,2017-06-01 00:12:39,2017-06-01 00:38:18,N,1,130,100,1,12.94,36.5,0.5,0.5,0,5.76,,0.3,43.56,2,1
2,2017-06-01 00:16:22,2017-06-01 00:38:55,N,1,97,14,1,6.94,24,0.5,0.5,5.06,0,,0.3,30.36,1,1
2,2017-06-01 00:34:42,2017-06-01 00:39:00,N,1,129,82,1,.00,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1
2,2017-06-01 00:22:29,2017-06-01 00:38:08,N,1,49,71,1,3.56,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,2017-06-01 00:29:30,2017-06-01 00:37:50,N,1,116,247,1,3.01,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-06-01 00:26:12,2017-06-01 00:39:16,N,1,97,106,1,1.14,8.5,0.5,0.5,4.5,0,,0.3,14.3,1,1
2,2017-06-01 00:31:17,2017-06-01 00:39:27,N,1,82,157,1,1.87,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-06-01 00:26:13,2017-06-01 00:39:36,N,1,255,61,1,3.73,13.5,0.5,0.5,0,0,,0.3,14.8,2,1
2,2017-06-01 00:33:03,2017-06-01 00:39:47,N,1,33,97,1,1.28,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-06-01 00:29:29,2017-06-01 00:39:44,N,1,36,225,1,1.78,8.5,0.5,0.5,1,0,,0.3,10.8,1,1
2,2017-06-01 00:23:07,2017-06-01 00:39:55,N,1,7,129,1,2.21,12,0.5,0.5,0,0,,0.3,13.3,2,1
2,2017-06-01 00:17:33,2017-06-01 00:40:10,N,1,112,162,1,6.90,23,0.5,0.5,4.86,0,,0.3,29.16,1,1
2,2017-06-01 00:33:36,2017-06-01 00:39:41,N,1,243,244,1,1.14,6.5,0.5,0.5,1.95,0,,0.3,9.75,1,1
